EmployeeID,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,PromotionGapRatio,RoleStagnationIndex,TrainingIntensityScore,ManagerStabilityIndicator,ManagerTenureRatio,RolePromoGapDiff,CareerVelocity,CompRatioToRoleAvg,OverallSatisfaction,CareerStage,PromotionGapRiskScore,PromotionGapRiskLevel,RetentionOpportunityIndex,RetentionPriorityLevel,TrainingNeedIndicator,ManagerStabilityImpact,PrescriptiveAction,ClusterID,HierarchicalClusterID,PCA1,PCA2,PCA3,CareerCluster
PANW-2170,27,0,Travel_Frequently,591,Research & Development,2,3,Medical,4,Male,87,3,1,Research Scientist,4,Single,2580,6297,2,No,13,3,3,0,6,0,2,4,2,1,2,0.2,0.4,0.0,0.667,0.4,1,0.143,0.8,3.25,Growth Stage (3-6 yrs),19.8,Low Risk,61.9,Watchlist,Moderate Development Need,Moderate Manager Continuity,Upskilling & Training Program,1,4,-0.986,0.432,-0.653,Fast-Track Performers
PANW-2171,40,1,Travel_Rarely,1329,Research & Development,7,3,Life Sciences,1,Male,73,3,1,Laboratory Technician,1,Single,2166,3339,3,Yes,14,3,2,0,10,3,1,4,2,0,3,0.0,0.4,0.6,1.0,0.6,2,0.091,0.67,1.25,Growth Stage (3-6 yrs),27.5,Low Risk,39.6,Already Attrited,Sufficiently Trained,Moderate Manager Continuity,Exit Analysis & Knowledge Transfer,1,4,-1.081,-0.334,-1.14,Fast-Track Performers
PANW-2172,29,0,Travel_Rarely,469,Sales,10,3,Medical,3,Male,42,2,2,Sales Executive,3,Single,5869,23413,9,No,11,3,3,0,8,2,3,5,2,1,4,0.167,0.333,0.333,1.333,0.667,1,0.222,0.85,3.0,Growth Stage (3-6 yrs),21.8,Low Risk,58.9,Watchlist,Moderate Development Need,Stable Leadership Continuity,Regular Annual Review,1,4,-0.66,-0.542,-0.08,Fast-Track Performers
PANW-2173,36,0,Travel_Rarely,711,Research & Development,5,4,Life Sciences,2,Female,42,3,3,Healthcare Representative,1,Married,8008,22792,4,No,12,3,3,2,9,6,3,3,2,0,2,0.0,0.5,1.5,0.667,0.5,2,0.3,1.06,2.25,Growth Stage (3-6 yrs),30.0,Medium Risk,65.5,Watchlist,Sufficiently Trained,Moderate Manager Continuity,Regular Annual Review,1,4,-1.526,-0.675,0.184,Fast-Track Performers
PANW-2174,25,0,Travel_Frequently,772,Research & Development,2,1,Life Sciences,4,Male,77,4,2,Manufacturing Director,3,Divorced,5206,4973,1,No,17,3,3,2,7,6,3,7,7,0,7,0.0,0.875,0.75,0.875,0.875,7,0.25,0.71,3.25,Established Stage (7-12 yrs),47.5,Medium Risk,75.4,Immediate Action,Sufficiently Trained,Stable Leadership Continuity,Lateral Role Rotation / New Project,3,1,0.199,0.677,-1.37,High-Risk Stagnation Profiles
PANW-2175,39,0,Travel_Rarely,492,Research & Development,12,3,Medical,4,Male,66,3,2,Manufacturing Director,2,Married,5295,7693,4,No,21,4,3,0,7,3,3,5,4,1,0,0.167,0.667,0.5,0.0,0.0,3,0.25,0.73,3.0,Growth Stage (3-6 yrs),40.2,Medium Risk,75.3,Immediate Action,Sufficiently Trained,Recent Manager Transition,Lateral Role Rotation / New Project,1,4,-0.962,0.957,-0.553,Fast-Track Performers
PANW-2176,49,0,Travel_Rarely,301,Research & Development,22,4,Other,1,Female,72,3,4,Research Director,2,Married,16413,3498,3,No,16,3,2,2,27,2,3,4,2,1,2,0.2,0.4,0.4,0.667,0.4,1,0.143,1.02,2.0,Growth Stage (3-6 yrs),27.2,Low Risk,64.5,Watchlist,Moderate Development Need,Moderate Manager Continuity,Regular Annual Review,1,1,0.462,-1.632,0.029,Fast-Track Performers
PANW-2177,50,0,Travel_Rarely,813,Research & Development,17,5,Life Sciences,4,Female,50,2,3,Research Director,1,Divorced,13269,21981,5,No,15,3,3,3,19,3,3,14,11,1,11,0.067,0.733,0.2,0.917,0.733,10,0.15,0.83,2.75,Veteran Stage (13+ yrs),58.1,High Risk,71.6,Immediate Action,Sufficiently Trained,Stable Leadership Continuity,Lateral Role Rotation / New Project,3,1,2.732,-0.382,-1.45,High-Risk Stagnation Profiles
PANW-2178,20,0,Travel_Rarely,1141,Sales,2,3,Medical,3,Female,31,3,1,Sales Representative,3,Single,2783,13251,1,No,19,3,1,0,2,3,3,2,2,2,2,0.667,0.667,1.0,0.667,0.667,0,0.333,1.06,2.5,Early Stage (0-2 yrs),33.7,Medium Risk,66.8,Watchlist,Sufficiently Trained,Moderate Manager Continuity,Regular Annual Review,1,4,-1.428,1.906,1.037,Fast-Track Performers
PANW-2179,34,0,Travel_Rarely,1130,Research & Development,3,3,Life Sciences,4,Female,66,3,2,Research Scientist,2,Divorced,5433,19332,1,No,12,3,3,1,11,2,3,11,8,7,9,0.583,0.667,0.167,1.0,0.75,1,0.167,1.68,3.0,Established Stage (7-12 yrs),73.7,High Risk,80.8,Immediate Action,Moderate Development Need,Prolonged Stagnant Manager Dyad,Promotion & Compensation Review,3,1,2.365,1.138,0.761,High-Risk Stagnation Profiles
PANW-2180,36,0,Travel_Rarely,311,Research & Development,7,3,Life Sciences,1,Male,77,3,1,Laboratory Technician,2,Single,2013,10950,2,No,11,3,3,0,15,4,3,4,3,1,3,0.2,0.6,0.8,0.75,0.6,2,0.062,0.62,2.25,Growth Stage (3-6 yrs),35.4,Medium Risk,67.4,Watchlist,Sufficiently Trained,Moderate Manager Continuity,Regular Annual Review,1,4,-0.39,0.25,-0.719,Fast-Track Performers
PANW-2181,49,0,Travel_Rarely,465,Research & Development,6,1,Life Sciences,3,Female,41,2,4,Healthcare Representative,3,Married,13966,11652,2,Yes,19,3,2,1,30,3,3,15,11,2,12,0.125,0.688,0.188,1.0,0.75,9,0.129,1.86,2.75,Veteran Stage (13+ yrs),53.0,Medium Risk,69.8,Watchlist,Sufficiently Trained,Stable Leadership Continuity,Lateral Role Rotation / New Project,2,1,3.761,-1.255,-1.106,Stable Long-Term Contributors
PANW-2182,36,0,Non-Travel,894,Research & Development,1,4,Medical,4,Female,33,2,2,Manufacturing Director,3,Married,4374,15411,0,No,15,3,3,0,4,6,3,3,2,1,2,0.25,0.5,1.5,0.667,0.5,1,0.4,0.6,3.25,Growth Stage (3-6 yrs),26.0,Low Risk,60.4,Watchlist,Sufficiently Trained,Moderate Manager Continuity,Regular Annual Review,1,4,-1.903,0.375,0.9,Fast-Track Performers
PANW-2183,36,0,Travel_Rarely,1040,Research & Development,3,2,Life Sciences,4,Male,79,4,2,Healthcare Representative,1,Divorced,6842,26308,6,No,20,4,1,1,13,3,3,5,4,0,4,0.0,0.667,0.5,0.8,0.667,4,0.143,0.91,2.25,Growth Stage (3-6 yrs),40.4,Medium Risk,79.1,Immediate Action,Sufficiently Trained,Stable Leadership Continuity,Lateral Role Rotation / New Project,1,4,-0.204,-0.046,-1.427,Fast-Track Performers
PANW-2184,54,0,Travel_Rarely,584,Research & Development,22,5,Medical,2,Female,91,3,4,Manager,3,Married,17426,18685,3,No,25,4,3,1,36,6,3,10,8,4,7,0.364,0.727,0.545,0.778,0.636,4,0.108,1.01,2.75,Established Stage (7-12 yrs),60.9,High Risk,82.6,Immediate Action,Sufficiently Trained,Prolonged Stagnant Manager Dyad,Promotion & Compensation Review,2,1,3.087,-0.898,-0.116,Stable Long-Term Contributors
PANW-2185,43,0,Travel_Rarely,1291,Research & Development,15,2,Life Sciences,3,Male,65,2,4,Research Director,3,Married,17603,3525,1,No,24,4,1,1,14,3,3,14,10,6,11,0.4,0.667,0.2,1.0,0.733,4,0.267,1.1,2.5,Veteran Stage (13+ yrs),66.4,High Risk,80.7,Immediate Action,Sufficiently Trained,Prolonged Stagnant Manager Dyad,Promotion & Compensation Review,2,1,3.114,0.147,0.418,Stable Long-Term Contributors
PANW-2186,35,1,Travel_Frequently,880,Sales,12,4,Other,4,Male,36,3,2,Sales Executive,4,Single,4581,10414,3,Yes,24,4,1,0,13,2,4,11,9,6,7,0.5,0.75,0.167,0.7,0.583,3,0.143,0.66,3.25,Established Stage (7-12 yrs),64.8,High Risk,58.9,Already Attrited,Moderate Development Need,Prolonged Stagnant Manager Dyad,Exit Analysis & Knowledge Transfer,3,0,2.206,1.359,-0.041,High-Risk Stagnation Profiles
PANW-2187,38,0,Travel_Frequently,1189,Research & Development,1,3,Life Sciences,4,Male,90,3,2,Research Scientist,4,Married,4735,9867,7,No,15,3,4,2,19,4,4,13,11,2,9,0.143,0.786,0.286,0.75,0.643,9,0.1,1.46,4.0,Veteran Stage (13+ yrs),51.6,Medium Risk,73.1,Immediate Action,Sufficiently Trained,Stable Leadership Continuity,Lateral Role Rotation / New Project,3,1,2.449,0.324,-1.412,High-Risk Stagnation Profiles
PANW-2188,29,0,Travel_Rarely,991,Sales,5,3,Medical,1,Male,43,2,2,Sales Executive,2,Divorced,4187,3356,1,Yes,13,3,2,1,10,3,2,10,0,0,9,0.0,0.0,0.273,9.0,0.818,0,0.182,0.6,1.75,Established Stage (7-12 yrs),7.5,Low Risk,53.9,Watchlist,Sufficiently Trained,Stable Leadership Continuity,Regular Annual Review,4,3,0.58,-4.8,-0.421,Promotion-Stalled Employees
PANW-2189,33,0,Travel_Rarely,392,Sales,2,4,Medical,4,Male,93,3,2,Sales Executive,4,Divorced,5505,3921,1,No,14,3,3,2,6,5,3,6,2,0,4,0.0,0.286,0.714,1.333,0.571,2,0.286,0.8,3.5,Growth Stage (3-6 yrs),13.4,Low Risk,59.7,Watchlist,Sufficiently Trained,Stable Leadership Continuity,Regular Annual Review,1,4,-1.242,-0.86,-0.257,Fast-Track Performers
PANW-2190,32,0,Travel_Rarely,977,Research & Development,2,3,Medical,4,Male,45,3,2,Research Scientist,2,Divorced,5470,25518,0,No,13,3,3,2,10,4,2,9,5,1,6,0.1,0.5,0.4,1.0,0.6,4,0.182,1.69,2.75,Established Stage (7-12 yrs),39.1,Medium Risk,68.7,Watchlist,Sufficiently Trained,Stable Leadership Continuity,Regular Annual Review,1,4,0.308,-0.237,-0.71,Fast-Track Performers
PANW-2191,31,0,Travel_Rarely,1112,Sales,5,4,Life Sciences,1,Female,67,3,2,Sales Executive,4,Married,5476,22589,1,No,11,3,1,2,10,2,3,10,0,0,2,0.0,0.0,0.182,2.0,0.182,0,0.182,0.79,2.25,Established Stage (7-12 yrs),0.0,Low Risk,55.0,Watchlist,Moderate Development Need,Moderate Manager Continuity,Regular Annual Review,1,4,-0.961,-2.05,-0.253,Fast-Track Performers
PANW-2192,49,0,Travel_Rarely,464,Research & Development,16,3,Medical,4,Female,74,3,1,Laboratory Technician,1,Divorced,2587,24941,4,Yes,16,3,2,1,17,2,2,2,2,2,2,0.667,0.667,0.667,0.667,0.667,0,0.056,0.8,2.25,Early Stage (0-2 yrs),41.2,Medium Risk,69.4,Watchlist,Moderate Development Need,Moderate Manager Continuity,Regular Annual Review,1,4,-0.11,1.111,0.205,Fast-Track Performers
PANW-2193,38,0,Travel_Frequently,148,Research & Development,2,3,Medical,4,Female,42,2,1,Laboratory Technician,2,Single,2440,23826,1,No,22,4,2,0,4,3,3,4,3,3,3,0.6,0.6,0.6,0.75,0.6,0,0.2,0.75,2.75,Growth Stage (3-6 yrs),42.4,Medium Risk,72.3,Immediate Action,Sufficiently Trained,Moderate Manager Continuity,Regular Annual Review,1,4,-0.582,1.632,0.419,Fast-Track Performers
PANW-2194,47,0,Travel_Rarely,1225,Sales,2,4,Life Sciences,2,Female,47,4,4,Manager,2,Divorced,15972,21086,6,No,14,3,3,3,29,2,3,3,2,1,2,0.25,0.5,0.5,0.667,0.5,1,0.133,0.93,2.5,Growth Stage (3-6 yrs),29.8,Low Risk,69.2,Watchlist,Moderate Development Need,Moderate Manager Continuity,Regular Annual Review,1,1,0.588,-1.467,0.098,Fast-Track Performers
PANW-2195,49,0,Travel_Rarely,809,Research & Development,1,3,Life Sciences,3,Male,36,3,4,Manager,3,Single,15379,22384,4,No,14,3,1,0,23,2,3,8,7,0,0,0.0,0.778,0.222,0.0,0.0,7,0.167,0.9,2.5,Established Stage (7-12 yrs),45.1,Medium Risk,70.8,Immediate Action,Moderate Development Need,Recent Manager Transition,Lateral Role Rotation / New Project,3,1,0.901,-0.508,-1.108,High-Risk Stagnation Profiles
PANW-2196,41,0,Travel_Rarely,1206,Sales,23,2,Life Sciences,4,Male,80,3,3,Sales Executive,3,Single,7082,11591,3,Yes,16,3,4,0,21,2,3,2,0,0,2,0.0,0.0,0.667,2.0,0.667,0,0.136,1.02,3.5,Early Stage (0-2 yrs),3.8,Low Risk,56.3,Watchlist,Moderate Development Need,Moderate Manager Continuity,Regular Annual Review,1,2,-0.91,-2.747,-0.098,Fast-Track Performers
PANW-2197,20,0,Travel_Rarely,727,Sales,9,1,Life Sciences,4,Male,54,3,1,Sales Representative,1,Single,2728,21082,1,No,11,3,1,0,2,3,3,2,2,0,2,0.0,0.667,1.0,0.667,0.667,2,0.333,1.04,2.25,Early Stage (0-2 yrs),34.2,Medium Risk,67.0,Watchlist,Sufficiently Trained,Moderate Manager Continuity,Regular Annual Review,1,4,-2.09,0.774,-0.474,Fast-Track Performers
PANW-2198,33,0,Non-Travel,530,Sales,16,3,Life Sciences,3,Female,36,3,2,Sales Executive,4,Divorced,5368,16130,1,Yes,25,4,3,1,7,2,3,6,5,1,2,0.143,0.714,0.286,0.333,0.286,4,0.25,0.78,3.25,Growth Stage (3-6 yrs),37.0,Medium Risk,74.2,Immediate Action,Moderate Development Need,Moderate Manager Continuity,Lateral Role Rotation / New Project,1,4,-0.443,0.956,-0.952,Fast-Track Performers
PANW-2199,36,0,Travel_Rarely,1351,Research & Development,26,4,Life Sciences,1,Male,80,3,2,Healthcare Representative,3,Married,5347,7419,6,No,14,3,2,2,10,2,2,3,2,0,2,0.0,0.5,0.5,0.667,0.5,2,0.182,0.71,2.0,Growth Stage (3-6 yrs),22.5,Low Risk,62.9,Watchlist,Moderate Development Need,Moderate Manager Continuity,Regular Annual Review,1,4,-1.091,-0.261,-0.846,Fast-Track Performers
PANW-2200,44,0,Travel_Rarely,528,Human Resources,1,3,Life Sciences,3,Female,44,3,1,Human Resources,4,Divorced,3195,4167,4,Yes,18,3,1,3,8,2,3,2,2,2,2,0.667,0.667,0.667,0.667,0.667,0,0.111,0.75,2.75,Early Stage (0-2 yrs),29.9,Low Risk,65.5,Watchlist,Moderate Development Need,Moderate Manager Continuity,Regular Annual Review,1,4,-0.603,1.583,0.278,Fast-Track Performers
PANW-2201,23,1,Travel_Rarely,1320,Research & Development,8,1,Medical,4,Male,93,2,1,Laboratory Technician,3,Single,3989,20586,1,Yes,11,3,1,0,5,2,3,5,4,1,2,0.167,0.667,0.333,0.4,0.333,3,0.167,1.23,2.75,Growth Stage (3-6 yrs),36.4,Medium Risk,39.0,Already Attrited,Moderate Development Need,Moderate Manager Continuity,Exit Analysis & Knowledge Transfer,1,4,-0.76,1.107,-0.831,Fast-Track Performers
PANW-2202,38,0,Travel_Rarely,1495,Research & Development,4,2,Medical,4,Female,87,3,1,Laboratory Technician,3,Married,3306,26176,7,No,19,3,4,1,7,5,2,0,0,0,0,0.0,0.0,5.0,0.0,0.0,0,0.125,1.02,3.25,Early Stage (0-2 yrs),3.8,Low Risk,56.3,Watchlist,Sufficiently Trained,Recent Manager Transition,Regular Annual Review,0,2,-4.411,-1.133,1.488,Early-Career Explorers
PANW-2203,53,0,Travel_Rarely,1395,Research & Development,24,4,Medical,2,Male,48,4,3,Healthcare Representative,4,Married,7005,3458,3,No,15,3,3,0,11,2,3,4,3,1,2,0.2,0.6,0.4,0.5,0.4,2,0.25,0.93,3.0,Growth Stage (3-6 yrs),27.9,Low Risk,68.5,Watchlist,Moderate Development Need,Moderate Manager Continuity,Regular Annual Review,1,4,-0.406,0.031,-0.125,Fast-Track Performers
PANW-2204,48,1,Travel_Frequently,708,Sales,7,2,Medical,4,Female,95,3,1,Sales Representative,3,Married,2655,11740,2,Yes,11,3,3,2,19,3,3,9,7,7,7,0.7,0.7,0.3,0.875,0.7,0,0.05,1.01,3.25,Established Stage (7-12 yrs),67.6,High Risk,53.7,Already Attrited,Sufficiently Trained,Prolonged Stagnant Manager Dyad,Exit Analysis & Knowledge Transfer,3,0,2.275,1.336,0.67,High-Risk Stagnation Profiles
PANW-2205,32,1,Travel_Rarely,1259,Research & Development,2,4,Life Sciences,4,Male,95,3,1,Laboratory Technician,2,Single,1393,24852,1,No,12,3,1,0,1,2,3,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0,0.5,0.43,2.5,Early Stage (0-2 yrs),7.5,Low Risk,32.6,Already Attrited,Moderate Development Need,Recent Manager Transition,Exit Analysis & Knowledge Transfer,0,2,-3.591,-0.257,0.871,Early-Career Explorers
PANW-2206,26,0,Non-Travel,786,Research & Development,7,3,Medical,4,Male,76,3,1,Laboratory Technician,4,Single,2570,11925,1,No,20,4,3,0,7,5,3,7,7,5,7,0.625,0.875,0.625,0.875,0.875,2,0.125,0.79,3.5,Established Stage (7-12 yrs),61.2,High Risk,82.7,Immediate Action,Sufficiently Trained,Prolonged Stagnant Manager Dyad,Promotion & Compensation Review,3,0,1.205,2.172,0.077,High-Risk Stagnation Profiles
PANW-2207,55,0,Travel_Rarely,1441,Research & Development,22,3,Technical Degree,1,Male,94,2,1,Research Scientist,2,Divorced,3537,23737,5,No,12,3,4,1,8,1,3,4,2,1,2,0.2,0.4,0.2,0.667,0.4,1,0.111,1.09,2.5,Growth Stage (3-6 yrs),27.2,Low Risk,60.8,Watchlist,Moderate Development Need,Moderate Manager Continuity,Upskilling & Training Program,1,4,-0.921,0.288,-0.619,Fast-Track Performers
PANW-2208,34,0,Travel_Rarely,1157,Research & Development,5,2,Medical,2,Male,57,2,2,Laboratory Technician,4,Married,3986,11912,1,No,14,3,3,1,15,3,4,15,10,4,13,0.25,0.625,0.188,1.182,0.812,6,0.125,1.23,3.25,Veteran Stage (13+ yrs),54.6,Medium Risk,70.4,Immediate Action,Sufficiently Trained,Prolonged Stagnant Manager Dyad,Lateral Role Rotation / New Project,3,1,2.928,0.106,-0.699,High-Risk Stagnation Profiles
PANW-2209,60,0,Travel_Rarely,370,Research & Development,1,4,Medical,3,Male,92,1,3,Healthcare Representative,4,Divorced,10883,20467,3,No,20,4,3,1,19,2,4,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0,0.15,1.45,3.5,Early Stage (0-2 yrs),0.0,Low Risk,53.8,Watchlist,Moderate Development Need,Recent Manager Transition,Regular Annual Review,1,2,-1.699,-1.841,0.029,Fast-Track Performers
PANW-2210,33,0,Travel_Rarely,267,Research & Development,21,3,Medical,2,Male,79,4,1,Laboratory Technician,2,Married,2028,13637,1,No,18,3,4,3,14,6,3,14,11,2,13,0.133,0.733,0.4,1.083,0.867,9,0.067,0.63,2.75,Veteran Stage (13+ yrs),57.8,High Risk,79.0,Immediate Action,Sufficiently Trained,Stable Leadership Continuity,Lateral Role Rotation / New Project,3,1,2.469,0.556,-1.776,High-Risk Stagnation Profiles
PANW-2211,37,0,Travel_Frequently,1278,Sales,1,4,Medical,3,Male,31,1,2,Sales Executive,4,Divorced,9525,7677,1,No,14,3,3,2,6,2,2,6,3,1,3,0.143,0.429,0.286,0.75,0.429,2,0.286,1.38,3.0,Growth Stage (3-6 yrs),23.6,Low Risk,55.8,Watchlist,Moderate Development Need,Moderate Manager Continuity,Regular Annual Review,1,4,-0.802,0.042,-0.177,Fast-Track Performers
PANW-2212,34,0,Travel_Rarely,678,Research & Development,19,3,Life Sciences,2,Female,35,2,1,Research Scientist,4,Married,2929,20338,1,No,12,3,2,0,10,3,3,10,9,8,7,0.727,0.818,0.273,0.7,0.636,1,0.091,0.9,2.75,Established Stage (7-12 yrs),73.4,High Risk,76.9,Immediate Action,Sufficiently Trained,Prolonged Stagnant Manager Dyad,Promotion & Compensation Review,3,0,2.304,2.288,0.718,High-Risk Stagnation Profiles
PANW-2213,23,1,Travel_Rarely,427,Sales,7,3,Life Sciences,3,Male,99,3,1,Sales Representative,4,Divorced,2275,25103,1,Yes,21,4,2,1,3,2,3,3,2,0,2,0.0,0.5,0.5,0.667,0.5,2,0.25,0.87,3.0,Growth Stage (3-6 yrs),18.8,Low Risk,42.8,Already Attrited,Moderate Development Need,Moderate Manager Continuity,Exit Analysis & Knowledge Transfer,1,4,-1.797,0.505,-1.024,Fast-Track Performers
PANW-2214,44,0,Travel_Rarely,921,Research & Development,2,3,Life Sciences,3,Female,96,4,3,Healthcare Representative,4,Married,7879,14810,1,Yes,19,3,2,1,9,2,3,8,7,6,7,0.667,0.778,0.222,0.875,0.778,1,0.3,1.05,3.0,Established Stage (7-12 yrs),62.3,High Risk,80.6,Immediate Action,Moderate Development Need,Prolonged Stagnant Manager Dyad,Promotion & Compensation Review,3,0,1.743,1.389,1.124,High-Risk Stagnation Profiles
PANW-2215,35,0,Travel_Frequently,146,Research & Development,2,4,Medical,1,Male,79,2,1,Research Scientist,4,Single,4930,13970,0,Yes,14,3,3,0,6,2,4,5,4,1,4,0.167,0.667,0.333,0.8,0.667,3,0.143,1.52,3.0,Growth Stage (3-6 yrs),32.7,Medium Risk,62.7,Watchlist,Moderate Development Need,Stable Leadership Continuity,Lateral Role Rotation / New Project,1,4,-0.424,0.89,-1.026,Fast-Track Performers
PANW-2216,43,0,Travel_Rarely,1179,Sales,2,3,Medical,4,Male,73,3,2,Sales Executive,4,Married,7847,6069,1,Yes,17,3,1,1,10,3,3,10,9,8,8,0.727,0.818,0.273,0.8,0.727,1,0.182,1.13,3.0,Established Stage (7-12 yrs),73.4,High Risk,80.7,Immediate Action,Sufficiently Trained,Prolonged Stagnant Manager Dyad,Promotion & Compensation Review,3,0,2.474,1.966,0.992,High-Risk Stagnation Profiles
PANW-2217,24,0,Travel_Rarely,581,Research & Development,9,3,Medical,3,Male,62,4,1,Research Scientist,3,Married,4401,17616,1,No,16,3,4,1,5,1,3,5,3,0,4,0.0,0.5,0.167,1.0,0.667,3,0.167,1.36,3.25,Growth Stage (3-6 yrs),25.6,Low Risk,67.7,Watchlist,Moderate Development Need,Stable Leadership Continuity,Upskilling & Training Program,1,4,-0.9,0.227,-1.371,Fast-Track Performers
PANW-2218,41,0,Travel_Rarely,918,Sales,6,3,Marketing,4,Male,35,3,3,Sales Executive,3,Single,9241,15869,1,No,12,3,2,0,10,3,3,10,8,8,7,0.727,0.727,0.273,0.778,0.636,0,0.273,1.33,3.0,Established Stage (7-12 yrs),74.9,High Risk,81.2,Immediate Action,Sufficiently Trained,Prolonged Stagnant Manager Dyad,Promotion & Compensation Review,3,0,2.279,1.392,1.725,High-Risk Stagnation Profiles
PANW-2219,29,0,Travel_Rarely,1082,Research & Development,9,4,Medical,4,Female,43,3,1,Laboratory Technician,3,Married,2974,25412,9,No,17,3,3,1,9,2,3,5,3,1,2,0.167,0.5,0.333,0.5,0.333,2,0.1,0.92,3.25,Growth Stage (3-6 yrs),29.1,Low Risk,65.2,Watchlist,Moderate Development Need,Moderate Manager Continuity,Regular Annual Review,1,4,-0.725,0.516,-0.94,Fast-Track Performers
PANW-2220,36,0,Travel_Rarely,530,Sales,2,4,Life Sciences,3,Female,51,3,2,Sales Representative,4,Single,4502,7439,3,No,15,3,3,0,17,2,2,13,7,6,7,0.429,0.5,0.143,0.875,0.5,1,0.111,1.71,3.0,Veteran Stage (13+ yrs),55.4,High Risk,74.4,Immediate Action,Moderate Development Need,Prolonged Stagnant Manager Dyad,Manager Mentorship & Skip-Level Check-in,3,1,2.161,0.229,0.328,High-Risk Stagnation Profiles
PANW-2221,45,0,Non-Travel,1238,Research & Development,1,1,Life Sciences,3,Male,74,2,3,Healthcare Representative,3,Married,10748,3395,3,No,23,4,4,1,25,3,2,23,15,14,4,0.583,0.625,0.125,0.25,0.167,1,0.115,1.43,3.0,Veteran Stage (13+ yrs),79.4,High Risk,85.3,Immediate Action,Sufficiently Trained,Stable Leadership Continuity,Promotion & Compensation Review,2,0,4.862,0.993,1.54,Stable Long-Term Contributors
PANW-2222,24,1,Travel_Rarely,240,Human Resources,22,1,Human Resources,4,Male,58,1,1,Human Resources,3,Married,1555,11585,1,No,11,3,3,1,1,2,3,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0,0.5,0.37,3.25,Early Stage (0-2 yrs),3.8,Low Risk,23.8,Already Attrited,Moderate Development Need,Recent Manager Transition,Exit Analysis & Knowledge Transfer,0,2,-3.586,-0.266,0.898,Early-Career Explorers
PANW-2223,47,1,Travel_Frequently,1093,Sales,9,3,Life Sciences,3,Male,82,1,4,Sales Executive,3,Married,12936,24164,7,No,11,3,3,0,25,3,1,23,5,14,10,0.583,0.208,0.125,1.667,0.417,-9,0.154,1.87,2.5,Veteran Stage (13+ yrs),59.6,High Risk,43.4,Already Attrited,Sufficiently Trained,Prolonged Stagnant Manager Dyad,Exit Analysis & Knowledge Transfer,2,0,4.481,-1.561,2.876,Stable Long-Term Contributors
PANW-2224,26,0,Travel_Rarely,390,Research & Development,17,4,Medical,4,Male,62,1,1,Laboratory Technician,3,Married,2305,6217,1,No,15,3,3,3,3,3,4,3,2,0,2,0.0,0.5,0.75,0.667,0.5,2,0.25,0.71,3.5,Growth Stage (3-6 yrs),22.5,Low Risk,55.4,Watchlist,Sufficiently Trained,Moderate Manager Continuity,Regular Annual Review,1,4,-1.876,0.413,-0.747,Fast-Track Performers
PANW-2225,45,0,Travel_Rarely,1005,Research & Development,28,2,Technical Degree,4,Female,48,2,4,Research Director,2,Single,16704,17119,1,No,11,3,3,0,21,2,3,21,6,8,6,0.364,0.273,0.091,0.857,0.273,-2,0.182,1.04,3.0,Veteran Stage (13+ yrs),61.1,High Risk,72.6,Immediate Action,Moderate Development Need,Prolonged Stagnant Manager Dyad,Promotion & Compensation Review,2,0,3.003,-1.343,1.482,Stable Long-Term Contributors
PANW-2226,32,0,Travel_Frequently,585,Research & Development,10,3,Life Sciences,1,Male,56,3,1,Research Scientist,3,Married,3433,17360,6,No,13,3,1,1,10,3,2,5,2,1,3,0.167,0.333,0.5,1.0,0.5,1,0.091,1.06,1.75,Growth Stage (3-6 yrs),21.8,Low Risk,62.6,Watchlist,Sufficiently Trained,Moderate Manager Continuity,Regular Annual Review,1,4,-0.799,-0.2,-0.571,Fast-Track Performers
PANW-2227,31,0,Travel_Rarely,741,Research & Development,2,4,Life Sciences,2,Male,69,3,1,Laboratory Technician,3,Married,3477,18103,1,No,14,3,4,1,6,2,4,5,2,0,3,0.0,0.333,0.333,1.0,0.5,2,0.143,1.07,3.25,Growth Stage (3-6 yrs),18.3,Low Risk,61.4,Watchlist,Moderate Development Need,Moderate Manager Continuity,Regular Annual Review,1,4,-1.227,-0.247,-1.051,Fast-Track Performers
PANW-2228,41,0,Non-Travel,552,Human Resources,4,3,Human Resources,3,Male,60,1,2,Human Resources,2,Married,6430,20794,6,No,19,3,2,1,10,4,3,3,2,1,2,0.25,0.5,1.0,0.667,0.5,1,0.182,1.52,2.5,Growth Stage (3-6 yrs),29.8,Low Risk,57.9,Watchlist,Sufficiently Trained,Moderate Manager Continuity,Regular Annual Review,1,4,-1.038,0.125,-0.058,Fast-Track Performers
